record_id,reader_id,reader_expertise,test_session_id,round_number,question_number,test_level,test_mode,has_ai_assistance,image_id,isic_id,true_diagnosis,diagnosis_full_name,diagnosis_type,is_malignant,reader_diagnosis,is_correct,is_correct_numeric,response_time_seconds,clinical_decision,requires_intervention,is_completed,pairing_id
229,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,6bac0ab874c63dea90f4f6e0d8942902141061cb,1,19,47,without_ai,False,241429,ISIC_3819687,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,14.85,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_241429_1
230,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,6bac0ab874c63dea90f4f6e0d8942902141061cb,1,20,47,with_ai,True,241429,ISIC_3819687,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,3.56,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_241429_1
231,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,6bac0ab874c63dea90f4f6e0d8942902141061cb,1,21,47,without_ai,False,240191,ISIC_8462138,VASC,Vascular Lesions,benign,False,OTHER_BENIGN,False,0.0,11.49,monitor,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_240191_1
232,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,6bac0ab874c63dea90f4f6e0d8942902141061cb,1,22,47,with_ai,True,240191,ISIC_8462138,VASC,Vascular Lesions,benign,False,VASC,True,1.0,13.11,monitor,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_240191_1
233,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,6bac0ab874c63dea90f4f6e0d8942902141061cb,1,23,47,without_ai,False,240324,ISIC_0305865,MEL,Melanoma,malignant,True,MEL,True,1.0,5.87,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_240324_1
234,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,6bac0ab874c63dea90f4f6e0d8942902141061cb,1,24,47,with_ai,True,240324,ISIC_0305865,MEL,Melanoma,malignant,True,MEL,True,1.0,3.95,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_240324_1
235,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,6bac0ab874c63dea90f4f6e0d8942902141061cb,1,25,47,without_ai,False,243816,ISIC_9136283,NV,Melanocytic Nevi,benign,False,NV,True,1.0,9.49,monitor,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_243816_1
236,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,6bac0ab874c63dea90f4f6e0d8942902141061cb,1,26,47,with_ai,True,243816,ISIC_9136283,NV,Melanocytic Nevi,benign,False,NV,True,1.0,3.81,monitor,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_243816_1
237,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,6bac0ab874c63dea90f4f6e0d8942902141061cb,1,27,47,without_ai,False,244588,ISIC_1136271,OTHER_BENIGN,Other Benign,benign,False,OTHER_BENIGN,True,1.0,14.41,monitor,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_244588_1
238,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,6bac0ab874c63dea90f4f6e0d8942902141061cb,1,28,47,with_ai,True,244588,ISIC_1136271,OTHER_BENIGN,Other Benign,benign,False,DF,False,0.0,6.85,monitor,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_244588_1
239,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,6bac0ab874c63dea90f4f6e0d8942902141061cb,1,29,47,without_ai,False,240523,ISIC_6739483,DF,Dermatofibroma,benign,False,DF,True,1.0,7.61,dismiss,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_240523_1
240,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,6bac0ab874c63dea90f4f6e0d8942902141061cb,1,30,47,with_ai,True,240523,ISIC_6739483,DF,Dermatofibroma,benign,False,DF,True,1.0,3.16,dismiss,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_240523_1
241,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,1,47,without_ai,False,241596,ISIC_1996485,VASC,Vascular Lesions,benign,False,,,,,,False,False,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_241596_2
242,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,2,47,with_ai,True,241596,ISIC_1996485,VASC,Vascular Lesions,benign,False,VASC,True,1.0,34.57,dismiss,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_241596_2
243,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,3,47,without_ai,False,241600,ISIC_1796015,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,15.68,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_241600_2
244,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,4,47,with_ai,True,241600,ISIC_1796015,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,4.16,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_241600_2
245,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,5,47,without_ai,False,243196,ISIC_3773277,MEL,Melanoma,malignant,True,MEL,True,1.0,9.98,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_243196_2
246,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,6,47,with_ai,True,243196,ISIC_3773277,MEL,Melanoma,malignant,True,MEL,True,1.0,5.2,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_243196_2
247,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,7,47,without_ai,False,242240,ISIC_0118795,SCCKA,Squamous Cell Carcinoma,malignant,True,BKL,False,0.0,18.9,local_therapy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_242240_2
248,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,8,47,with_ai,True,242240,ISIC_0118795,SCCKA,Squamous Cell Carcinoma,malignant,True,SCCKA,True,1.0,11.17,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_242240_2
249,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,9,47,without_ai,False,243387,ISIC_6358504,BKL,Benign Keratosis,benign,False,BKL,True,1.0,15.83,local_therapy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_243387_2
250,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,10,47,with_ai,True,243387,ISIC_6358504,BKL,Benign Keratosis,benign,False,BKL,True,1.0,2.75,local_therapy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_243387_2
251,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,11,47,without_ai,False,240395,ISIC_5714368,DF,Dermatofibroma,benign,False,DF,True,1.0,9.53,monitor,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_240395_2
252,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,12,47,with_ai,True,240395,ISIC_5714368,DF,Dermatofibroma,benign,False,DF,True,1.0,3.22,monitor,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_240395_2
253,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,13,47,without_ai,False,244504,ISIC_9041525,MEL,Melanoma,malignant,True,MEL,True,1.0,9.73,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_244504_2
254,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,14,47,with_ai,True,244504,ISIC_9041525,MEL,Melanoma,malignant,True,MEL,True,1.0,13.22,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_244504_2
255,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,15,47,without_ai,False,243559,ISIC_1589936,OTHER_BENIGN,Other Benign,benign,False,MEL,False,0.0,9.6,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_243559_2
256,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,16,47,with_ai,True,243559,ISIC_1589936,OTHER_BENIGN,Other Benign,benign,False,MEL,False,0.0,15.12,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_243559_2
257,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,17,47,without_ai,False,242243,ISIC_5723091,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,10.91,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_242243_2
258,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,18,47,with_ai,True,242243,ISIC_5723091,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,2.0,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_242243_2
259,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,19,47,without_ai,False,241480,ISIC_9222540,BKL,Benign Keratosis,benign,False,BKL,True,1.0,25.02,local_therapy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_241480_2
260,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,20,47,with_ai,True,241480,ISIC_9222540,BKL,Benign Keratosis,benign,False,BKL,True,1.0,2.92,local_therapy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_241480_2
261,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,21,47,without_ai,False,242236,ISIC_8138627,AKIEC,Actinic Keratosis,premalignant,True,SCCKA,False,0.0,20.71,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_242236_2
262,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,22,47,with_ai,True,242236,ISIC_8138627,AKIEC,Actinic Keratosis,premalignant,True,SCCKA,False,0.0,3.63,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_242236_2
263,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,23,47,without_ai,False,242476,ISIC_7138580,NV,Melanocytic Nevi,benign,False,MEL,False,0.0,12.07,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_242476_2
264,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,24,47,with_ai,True,242476,ISIC_7138580,NV,Melanocytic Nevi,benign,False,MEL,False,0.0,3.69,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_242476_2
265,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,25,47,without_ai,False,244067,ISIC_2973118,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,10.8,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_244067_2
266,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,26,47,with_ai,True,244067,ISIC_2973118,BCC,Basal Cell Carcinoma,malignant,True,AKIEC,False,0.0,6.89,biopsy,True,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_244067_2
267,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,27,47,without_ai,False,240900,ISIC_9427744,NV,Melanocytic Nevi,benign,False,NV,True,1.0,8.46,monitor,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_240900_2
268,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,28,47,with_ai,True,240900,ISIC_9427744,NV,Melanocytic Nevi,benign,False,NV,True,1.0,2.6,monitor,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_240900_2
269,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,29,47,without_ai,False,242213,ISIC_7817884,NV,Melanocytic Nevi,benign,False,NV,True,1.0,9.74,monitor,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_242213_2
270,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f,expert,7be8fd7d48d1cb3767becf56f7529b2f0fad77f5,2,30,47,with_ai,True,242213,ISIC_7817884,NV,Melanocytic Nevi,benign,False,NV,True,1.0,6.76,monitor,False,True,0dbbfba0dcb9e3daf0d19a1ab896c645921b3a6f_242213_2
301,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,1,47,without_ai,False,241894,ISIC_5745120,AKIEC,Actinic Keratosis,premalignant,True,SCCKA,False,0.0,14.32,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_241894_1
302,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,2,47,with_ai,True,241894,ISIC_5745120,AKIEC,Actinic Keratosis,premalignant,True,SCCKA,False,0.0,8.78,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_241894_1
303,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,3,47,without_ai,False,241958,ISIC_0644224,OTHER_BENIGN,Other Benign,benign,False,BCC,False,0.0,7.26,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_241958_1
304,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,4,47,with_ai,True,241958,ISIC_0644224,OTHER_BENIGN,Other Benign,benign,False,BCC,False,0.0,7.73,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_241958_1
305,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,5,47,without_ai,False,241124,ISIC_0417486,VASC,Vascular Lesions,benign,False,VASC,True,1.0,6.27,dismiss,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_241124_1
306,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,6,47,with_ai,True,241124,ISIC_0417486,VASC,Vascular Lesions,benign,False,VASC,True,1.0,8.73,dismiss,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_241124_1
307,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,7,47,without_ai,False,243962,ISIC_1738383,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,8.58,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_243962_1
308,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,8,47,with_ai,True,243962,ISIC_1738383,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,7.08,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_243962_1
309,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,9,47,without_ai,False,240393,ISIC_2777762,BKL,Benign Keratosis,benign,False,NV,False,0.0,9.71,monitor,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_240393_1
310,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,10,47,with_ai,True,240393,ISIC_2777762,BKL,Benign Keratosis,benign,False,BKL,True,1.0,10.69,dismiss,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_240393_1
311,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,11,47,without_ai,False,243756,ISIC_4051799,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,3.91,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_243756_1
312,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,12,47,with_ai,True,243756,ISIC_4051799,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,17.68,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_243756_1
313,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,13,47,without_ai,False,241899,ISIC_1009475,NV,Melanocytic Nevi,benign,False,NV,True,1.0,3.76,dismiss,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_241899_1
314,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,14,47,with_ai,True,241899,ISIC_1009475,NV,Melanocytic Nevi,benign,False,NV,True,1.0,2.44,dismiss,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_241899_1
315,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,15,47,without_ai,False,245106,ISIC_9047747,SCCKA,Squamous Cell Carcinoma,malignant,True,OTHER_MALIGNANT,False,0.0,6.11,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_245106_1
316,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,16,47,with_ai,True,245106,ISIC_9047747,SCCKA,Squamous Cell Carcinoma,malignant,True,OTHER_MALIGNANT,False,0.0,8.6,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_245106_1
317,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,17,47,without_ai,False,243775,ISIC_9546502,MEL,Melanoma,malignant,True,NV,False,0.0,4.73,monitor,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_243775_1
318,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,18,47,with_ai,True,243775,ISIC_9546502,MEL,Melanoma,malignant,True,NV,False,0.0,6.1,monitor,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_243775_1
319,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,19,47,without_ai,False,244614,ISIC_4602849,BKL,Benign Keratosis,benign,False,BKL,True,1.0,5.55,dismiss,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_244614_1
320,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,20,47,with_ai,True,244614,ISIC_4602849,BKL,Benign Keratosis,benign,False,BKL,True,1.0,13.41,dismiss,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_244614_1
321,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,21,47,without_ai,False,240434,ISIC_6987320,NV,Melanocytic Nevi,benign,False,MEL,False,0.0,6.27,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_240434_1
322,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,22,47,with_ai,True,240434,ISIC_6987320,NV,Melanocytic Nevi,benign,False,NV,True,1.0,5.6,monitor,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_240434_1
323,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,23,47,without_ai,False,244590,ISIC_3545744,NV,Melanocytic Nevi,benign,False,NV,True,1.0,3.47,monitor,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_244590_1
324,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,24,47,with_ai,True,244590,ISIC_3545744,NV,Melanocytic Nevi,benign,False,NV,True,1.0,2.21,monitor,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_244590_1
325,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,25,47,without_ai,False,241643,ISIC_5513367,MEL,Melanoma,malignant,True,MEL,True,1.0,3.79,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_241643_1
326,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,26,47,with_ai,True,241643,ISIC_5513367,MEL,Melanoma,malignant,True,MEL,True,1.0,3.12,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_241643_1
327,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,27,47,without_ai,False,242070,ISIC_6070426,DF,Dermatofibroma,benign,False,INF,False,0.0,7.68,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_242070_1
328,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,28,47,with_ai,True,242070,ISIC_6070426,DF,Dermatofibroma,benign,False,OTHER_BENIGN,False,0.0,5.12,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_242070_1
329,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,29,47,without_ai,False,242360,ISIC_0489440,NV,Melanocytic Nevi,benign,False,NV,True,1.0,3.23,monitor,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_242360_1
330,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,5a5b5756b6513dcad157530df567b430f574158c,1,30,47,with_ai,True,242360,ISIC_0489440,NV,Melanocytic Nevi,benign,False,NV,True,1.0,3.04,monitor,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_242360_1
331,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,37618bb111c15531acd8234873a4a13415a3d2f6,2,1,47,without_ai,False,244180,ISIC_2231359,SCCKA,Squamous Cell Carcinoma,malignant,True,AKIEC,False,0.0,7.67,local_therapy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_244180_2
332,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,37618bb111c15531acd8234873a4a13415a3d2f6,2,2,47,with_ai,True,244180,ISIC_2231359,SCCKA,Squamous Cell Carcinoma,malignant,True,SCCKA,True,1.0,9.01,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_244180_2
333,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,37618bb111c15531acd8234873a4a13415a3d2f6,2,3,47,without_ai,False,242089,ISIC_1323177,BKL,Benign Keratosis,benign,False,AKIEC,False,0.0,7.2,local_therapy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_242089_2
334,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,37618bb111c15531acd8234873a4a13415a3d2f6,2,4,47,with_ai,True,242089,ISIC_1323177,BKL,Benign Keratosis,benign,False,AKIEC,False,0.0,7.58,local_therapy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_242089_2
335,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,37618bb111c15531acd8234873a4a13415a3d2f6,2,5,47,without_ai,False,241542,ISIC_8614567,VASC,Vascular Lesions,benign,False,VASC,True,1.0,17.53,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_241542_2
336,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,37618bb111c15531acd8234873a4a13415a3d2f6,2,6,47,with_ai,True,241542,ISIC_8614567,VASC,Vascular Lesions,benign,False,VASC,True,1.0,3.36,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_241542_2
337,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,37618bb111c15531acd8234873a4a13415a3d2f6,2,7,47,without_ai,False,243448,ISIC_0489274,BCC,Basal Cell Carcinoma,malignant,True,SCCKA,False,0.0,7.44,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_243448_2
338,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,37618bb111c15531acd8234873a4a13415a3d2f6,2,8,47,with_ai,True,243448,ISIC_0489274,BCC,Basal Cell Carcinoma,malignant,True,AKIEC,False,0.0,7.94,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_243448_2
339,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,37618bb111c15531acd8234873a4a13415a3d2f6,2,9,47,without_ai,False,243558,ISIC_2205187,NV,Melanocytic Nevi,benign,False,NV,True,1.0,6.45,monitor,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_243558_2
340,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,37618bb111c15531acd8234873a4a13415a3d2f6,2,10,47,with_ai,True,243558,ISIC_2205187,NV,Melanocytic Nevi,benign,False,NV,True,1.0,5.37,monitor,False,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_243558_2
341,fe44adb91acc9045f5e8a0bcbb234fcdd8061655,expert,37618bb111c15531acd8234873a4a13415a3d2f6,2,11,47,without_ai,False,244293,ISIC_1212608,BKL,Benign Keratosis,benign,False,BKL,True,1.0,9.25,biopsy,True,True,fe44adb91acc9045f5e8a0bcbb234fcdd8061655_244293_2
